freq,gap,gap_width,gap_length,finger_width,rect_breadth,s
250.0,5.0,1.5,11.0,15.0,50.0,-4.22011375726605
250.0,5.0,2.5,11.0,15.0,50.0,-4.36429417820452
250.0,5.0,5.0,11.0,15.0,50.0,-3.73163980020879
250.0,5.0,5.3,11.0,15.0,50.0,-3.70837917650137
250.0,5.0,8.0,11.0,15.0,50.0,-3.34276769942127
250.0,5.0,14.264,11.0,15.0,50.0,-2.97059123780106
250.0,5.0,1.5,12.0,15.0,50.0,-4.25154185891793
250.0,5.0,2.5,12.0,15.0,50.0,-4.47396499058808
250.0,5.0,5.0,12.0,15.0,50.0,-3.7604720796185
250.0,5.0,5.3,12.0,15.0,50.0,-3.59558671859101
250.0,5.0,8.0,12.0,15.0,50.0,-3.25812687770456
250.0,5.0,14.264,12.0,15.0,50.0,-2.83053901048767
250.0,5.0,1.5,13.0,15.0,50.0,-4.10028928810792
250.0,5.0,2.5,13.0,15.0,50.0,-4.1067320885512
250.0,5.0,5.0,13.0,15.0,50.0,-3.37248676034115
250.0,5.0,5.3,13.0,15.0,50.0,-3.58176436639791
250.0,5.0,8.0,13.0,15.0,50.0,-3.15710145848509
250.0,5.0,14.264,13.0,15.0,50.0,-2.69590596575739
250.0,5.0,1.5,14.0,15.0,50.0,-4.08045315052634
250.0,5.0,2.5,14.0,15.0,50.0,-3.91212170480961
250.0,5.0,5.0,14.0,15.0,50.0,-3.24293905553695
250.0,5.0,5.3,14.0,15.0,50.0,-3.16067934341247
250.0,5.0,8.0,14.0,15.0,50.0,-3.01588863655122
250.0,5.0,14.264,14.0,15.0,50.0,-2.57668745071347
250.0,5.0,1.5,15.0,15.0,50.0,-4.0850155438253
250.0,5.0,2.5,15.0,15.0,50.0,-4.28905894205633
250.0,5.0,5.3,15.0,15.0,50.0,-3.43963831677658
250.0,5.0,8.0,15.0,15.0,50.0,-2.81281371488896
250.0,5.0,14.264,15.0,15.0,50.0,-2.43287936146036
250.0,5.0,14.2,5.0,15.1,50.0,-3.98125412619878
250.0,5.0,14.2,5.0,15.2,50.0,-3.96778929371071
250.0,5.0,14.2,5.0,15.4,50.0,-3.9755640717658
250.0,5.0,14.2,5.0,15.8,50.0,-3.98265777827655
250.0,5.0,14.2,5.0,16.6,50.0,-4.06074920107528
250.0,5.0,14.2,5.0,17.0,50.0,-4.15223679530263
250.0,5.0,14.2,5.0,17.5,50.0,-4.5690157630257
250.0,5.0,14.2,5.0,19.0,50.0,-4.65516529891441
250.0,5.0,14.2,5.0,21.0,50.0,-5.88235015754648
250.0,5.0,14.2,5.0,22.5,50.0,-5.31002718118949
250.0,5.0,14.2,5.0,23.0,50.0,-5.37630216755776
250.0,5.0,14.2,5.0,25.0,50.0,-5.40918298536583
300.0,5.0,14.2,5.0,5.0,50.0,-6.90784247070698
300.0,5.0,14.2,5.0,7.0,50.0,-7.21693535825056
300.0,5.0,14.2,5.0,7.5,50.0,-8.54666906164057
300.0,5.0,14.2,5.0,9.0,50.0,-8.04842605968367
300.0,5.0,14.2,5.0,11.0,50.0,-7.62915868761944
300.0,5.0,14.2,5.0,12.5,50.0,-8.16349771169444
300.0,5.0,14.2,5.0,13.0,50.0,-7.15580304840903
300.0,5.0,14.2,5.0,13.4,50.0,-7.43777804079055
300.0,5.0,14.2,5.0,13.8,50.0,-7.27523364316959
300.0,5.0,14.2,5.0,14.2,50.0,-7.09067607056191
300.0,5.0,14.2,5.0,14.6,50.0,-7.10597456013568
300.0,5.0,14.2,5.0,14.8,50.0,-7.34751588082298
300.0,5.0,14.2,5.0,14.9,50.0,-6.79880033826707
300.0,5.0,1.5,1.0,15.0,50.0,-5.25575689264154
300.0,5.0,2.5,1.0,15.0,50.0,-5.63140051134782
300.0,5.0,5.0,1.0,15.0,50.0,-4.59124812533463
300.0,5.0,5.3,1.0,15.0,50.0,-4.72148557653065
300.0,5.0,8.0,1.0,15.0,50.0,-4.59124715953874
300.0,5.0,14.264,1.0,15.0,50.0,-5.32862798668087
300.0,5.0,1.5,2.0,15.0,50.0,-5.80978821131913
300.0,5.0,2.5,2.0,15.0,50.0,-5.95708182110158
300.0,5.0,5.0,2.0,15.0,50.0,-6.40422463331183
300.0,5.0,5.3,2.0,15.0,50.0,-6.51842028921473
300.0,5.0,8.0,2.0,15.0,50.0,-5.69784216894576
300.0,5.0,14.264,2.0,15.0,50.0,-6.23593493638364
300.0,5.0,14.264,2.1,15.0,50.0,-6.13344286921811
300.0,5.0,5.0,2.5,15.0,50.0,-6.57751507852159
300.0,5.0,14.264,2.5,15.0,50.0,-6.2350186469335
300.0,5.0,14.264,2.7,15.0,50.0,-6.1394682451671
300.0,5.0,1.5,3.0,15.0,50.0,-6.4474808878995
300.0,5.0,2.5,3.0,15.0,50.0,-6.63110713523173
300.0,5.0,5.0,3.0,15.0,50.0,-7.26916583471189
300.0,5.0,5.3,3.0,15.0,50.0,-6.92337915406502
300.0,5.0,8.0,3.0,15.0,50.0,-6.77916223479034
300.0,5.0,14.264,3.0,15.0,50.0,-6.73160135324343
300.0,5.0,1.5,4.0,15.0,50.0,-4.91908700693388
300.0,5.0,2.5,4.0,15.0,50.0,-6.60143596407619
300.0,5.0,5.0,4.0,15.0,50.0,-7.57396720116477
300.0,5.0,5.3,4.0,15.0,50.0,-7.47503313065684
300.0,5.0,8.0,4.0,15.0,50.0,-8.2699580852571
300.0,5.0,14.264,4.0,15.0,50.0,-7.65850198874006
300.0,5.0,14.264,4.1,15.0,50.0,-6.70375132768823
300.0,5.0,14.264,4.3,15.0,50.0,-6.90439303264048
300.0,5.0,14.264,4.5,15.0,50.0,-6.9825776077434
300.0,5.0,14.264,4.7,15.0,50.0,-6.84163943700318
300.0,5.0,14.264,4.9,15.0,50.0,-6.94703660732971
300.0,5.0,1.0,5.0,15.0,50.0,-6.40651383115241
300.0,5.0,1.2,5.0,15.0,50.0,-6.39323965284476
300.0,5.0,1.4,5.0,15.0,50.0,-6.54701384703749
300.0,5.0,1.5,5.0,15.0,50.0,-6.82047195853278
300.0,5.0,1.6,5.0,15.0,50.0,-6.9271986836675
300.0,5.0,1.8,5.0,15.0,50.0,-7.21806233901288
300.0,5.0,2.0,5.0,15.0,50.0,-6.94913647259947
300.0,5.0,2.2,5.0,15.0,50.0,-7.12591493935149
300.0,5.0,2.4,5.0,15.0,50.0,-7.44455891883012
300.0,5.0,2.5,5.0,15.0,50.0,-6.85079528915917
300.0,5.0,3.0,5.0,15.0,50.0,-7.43450474189831
300.0,5.0,3.5,5.0,15.0,50.0,-7.41181519837474
300.0,5.0,4.0,5.0,15.0,50.0,-7.52759754520955
300.0,5.0,4.5,5.0,15.0,50.0,-7.73292123199183
300.0,5.0,4.7,5.0,15.0,50.0,-7.74179020754815
300.0,5.0,4.9,5.0,15.0,50.0,-8.04839008517536
300.0,5.0,5.0,5.0,15.0,50.0,-9.34579796130994
300.0,5.0,5.0,5.0,15.0,50.0,-7.30203550198633
300.0,5.0,5.1,5.0,15.0,50.0,-7.99081474790497
300.0,5.0,5.3,5.0,15.0,50.0,-7.32024118099722
300.0,5.0,5.5,5.0,15.0,50.0,-7.71100134540877
300.0,5.0,5.7,5.0,15.0,50.0,-7.88015156239407
300.0,5.0,5.75,5.0,15.0,50.0,-7.95652887130251
300.0,5.0,6.0,5.0,15.0,50.0,-7.63972029118959
300.0,5.0,6.5,5.0,15.0,50.0,-7.95241988165244
300.0,5.0,7.0,5.0,15.0,50.0,-7.95023902722593
300.0,5.0,7.5,5.0,15.0,50.0,-8.08136081827036
300.0,5.0,8.0,5.0,15.0,50.0,-7.3603998228612
300.0,5.0,8.5,5.0,15.0,50.0,-7.87620482026594
300.0,5.0,9.0,5.0,15.0,50.0,-7.47984805159589
300.0,5.0,9.5,5.0,15.0,50.0,-7.48397338976496
300.0,5.0,10.0,5.0,15.0,50.0,-7.53598195458311
300.0,5.0,10.5,5.0,15.0,50.0,-7.23638541719774
300.0,5.0,11.0,5.0,15.0,50.0,-7.77434781471163
300.0,5.0,11.5,5.0,15.0,50.0,-7.05706733751923
300.0,5.0,12.0,5.0,15.0,50.0,-7.32321313348682
300.0,5.0,12.5,5.0,15.0,50.0,-7.34841049223274
300.0,5.0,13.0,5.0,15.0,50.0,-7.1773627171895
300.0,5.0,13.45,5.0,15.0,50.0,-6.98617074522557
300.0,5.0,13.5,5.0,15.0,50.0,-7.11605027947419
300.0,5.0,13.9,5.0,15.0,50.0,-6.9907388155227
300.0,5.0,14.0,5.0,15.0,50.0,-6.93584343246919
300.0,5.0,14.1,5.0,15.0,50.0,-6.96366765341251
300.0,5.0,14.12,5.0,15.0,50.0,-7.431087497783
300.0,5.0,14.14,5.0,15.0,50.0,-8.54155050720613
300.0,5.0,14.16,5.0,15.0,50.0,-6.93717276920721
300.0,5.0,14.18,5.0,15.0,50.0,-6.97200556848231
300.0,5.0,14.2,5.0,15.0,4.0,-7.23410495225512
300.0,5.0,14.2,5.0,15.0,6.0,-7.25124016399094
300.0,5.0,14.2,5.0,15.0,8.0,-7.08991905019842
300.0,5.0,14.2,5.0,15.0,10.0,-7.4028527455659
300.0,5.0,14.2,5.0,15.0,12.0,-7.22877599055407
300.0,5.0,14.2,5.0,15.0,14.0,-7.51803987623615
300.0,5.0,14.2,5.0,15.0,16.0,-7.50861715700603
300.0,5.0,14.2,5.0,15.0,18.0,-7.6178750025832
300.0,5.0,14.2,5.0,15.0,20.0,-7.16844941462553
300.0,5.0,14.2,5.0,15.0,22.0,-7.0867963642533
300.0,5.0,14.2,5.0,15.0,24.0,-7.29439865866651
300.0,5.0,14.2,5.0,15.0,26.0,-7.57711998501299
300.0,5.0,14.2,5.0,15.0,28.0,-7.41369961376764
300.0,5.0,14.2,5.0,15.0,30.0,-7.75798402447741
300.0,5.0,14.2,5.0,15.0,32.0,-7.09696804577357
300.0,5.0,14.2,5.0,15.0,34.0,-7.06470044449193
300.0,5.0,14.2,5.0,15.0,36.0,-7.04329272727325
300.0,5.0,14.2,5.0,15.0,38.0,-6.93894060173009
300.0,5.0,14.2,5.0,15.0,40.0,-7.07497894506219
300.0,5.0,14.2,5.0,15.0,42.0,-7.02816623665506
300.0,5.0,14.2,5.0,15.0,44.0,-7.17510908713052
300.0,5.0,14.2,5.0,15.0,46.0,-6.94976694723595
300.0,5.0,14.2,5.0,15.0,48.0,-6.93836316979089
300.0,5.0,14.2,5.0,15.0,50.0,-6.95276845677774
300.0,5.0,14.2,5.0,15.0,52.0,-7.13150887588479
300.0,5.0,14.2,5.0,15.0,54.0,-6.93427744575654
300.0,5.0,14.2,5.0,15.0,56.0,-7.15977096662286
300.0,5.0,14.2,5.0,15.0,58.0,-6.90983556531112
300.0,5.0,14.2,5.0,15.0,60.0,-6.88143162002432
300.0,5.0,14.22,5.0,15.0,50.0,-8.67658128878328
300.0,5.0,14.24,5.0,15.0,50.0,-6.96663510608473
300.0,5.0,14.248,5.0,15.0,50.0,-6.94634009954918
300.0,5.0,14.25,5.0,15.0,50.0,-6.95024173579746
300.0,5.0,14.256,5.0,15.0,50.0,-6.75630353693567
300.0,5.0,14.26,5.0,15.0,50.0,-6.90896635394945
300.0,5.0,14.261,5.0,15.0,50.0,-6.76026328939428
300.0,5.0,14.262,5.0,15.0,50.0,-6.92022365043174
300.0,5.0,14.263,5.0,15.0,50.0,-6.76845609447654
300.0,5.0,14.264,5.0,15.0,50.0,-6.96683134774041
300.0,5.0,14.265,5.0,15.0,50.0,-7.1398703064805
300.0,5.0,14.266,5.0,15.0,50.0,-7.02532579186066
300.0,5.0,14.267,5.0,15.0,50.0,-6.63689265213066
300.0,5.0,14.268,5.0,15.0,50.0,-6.90996569063153
300.0,5.0,14.269,5.0,15.0,50.0,-6.93732048775061
300.0,5.0,14.27,5.0,15.0,50.0,-6.99085882578268
300.0,5.0,14.272,5.0,15.0,50.0,-6.96065522772116
300.0,5.0,14.28,5.0,15.0,50.0,-6.93662937129711
300.0,5.0,14.288,5.0,15.0,50.0,-6.87703661367094
300.0,5.0,14.296,5.0,15.0,50.0,-6.98864499876006
300.0,5.0,14.3,5.0,15.0,50.0,-6.94021666871114
300.0,5.0,14.35,5.0,15.0,50.0,-6.92172499360719
300.0,5.0,14.4,5.0,15.0,50.0,-6.9903294168532
300.0,5.0,14.5,5.0,15.0,50.0,-6.95046758114496
300.0,5.0,14.6,5.0,15.0,50.0,-6.99567578410957
300.0,5.0,14.8,5.0,15.0,50.0,-6.98670747499377
300.0,5.0,14.9,5.0,15.0,50.0,-7.02307071966961
300.0,5.0,15.0,5.0,15.0,50.0,-6.87343605862578
300.0,5.0,15.25,5.0,15.0,50.0,-6.86768902839568
300.0,5.0,15.7,5.0,15.0,50.0,-6.86118264761749
300.0,5.0,16.0,5.0,15.0,50.0,-6.75226266743352
300.0,5.0,14.264,5.1,15.0,50.0,-6.79878471012897
300.0,5.0,14.264,5.3,15.0,50.0,-6.99392837323207
300.0,5.0,14.264,5.5,15.0,50.0,-7.1489312561691
300.0,5.0,14.264,5.7,15.0,50.0,-7.17152093792421
300.0,5.0,14.264,5.9,15.0,50.0,-7.11069014292033
300.0,5.0,1.5,6.0,15.0,50.0,-6.68564076899231
300.0,5.0,2.5,6.0,15.0,50.0,-7.21864994324844
300.0,5.0,5.0,6.0,15.0,50.0,-7.51845533092289
300.0,5.0,5.3,6.0,15.0,50.0,-7.42145796971517
300.0,5.0,8.0,6.0,15.0,50.0,-7.72560775101682
300.0,5.0,14.264,6.0,15.0,50.0,-7.32599818593205
300.0,5.0,1.5,7.0,15.0,50.0,-6.83900352553159
300.0,5.0,2.5,7.0,15.0,50.0,-7.0539932063304
300.0,5.0,5.0,7.0,15.0,50.0,-7.77695653259729
300.0,5.0,5.3,7.0,15.0,50.0,-7.95411160136764
300.0,5.0,8.0,7.0,15.0,50.0,-7.28086453703338
300.0,5.0,14.264,7.0,15.0,50.0,-7.78069906166575
300.0,5.0,5.0,7.5,15.0,50.0,-7.39550367792734
300.0,5.0,14.264,7.5,15.0,50.0,-7.37410241893029
300.0,5.0,1.5,8.0,15.0,50.0,-6.22307153914634
300.0,5.0,2.5,8.0,15.0,50.0,-7.42283594422611
300.0,5.0,5.0,8.0,15.0,50.0,-8.34407482416277
300.0,5.0,5.3,8.0,15.0,50.0,-7.20403635455225
300.0,5.0,8.0,8.0,15.0,50.0,-8.18879997961234
300.0,5.0,14.264,8.0,15.0,50.0,-7.33363648559563
300.0,5.0,1.5,9.0,15.0,50.0,-5.78738627070451
300.0,5.0,2.5,9.0,15.0,50.0,-7.83985857777659
300.0,5.0,5.0,9.0,15.0,50.0,-7.5072068248065
300.0,5.0,5.3,9.0,15.0,50.0,-7.32871128973782
300.0,5.0,8.0,9.0,15.0,50.0,-7.14503899175813
300.0,5.0,14.264,9.0,15.0,50.0,-7.59746343151982
300.0,5.0,1.5,10.0,15.0,50.0,-7.08154413512219
300.0,5.0,2.5,10.0,15.0,50.0,-7.41754389276331
300.0,5.0,5.0,10.0,15.0,50.0,-7.71591162786443
300.0,5.0,5.3,10.0,15.0,50.0,-7.74058354636149
300.0,5.0,8.0,10.0,15.0,50.0,-6.93932292828295
300.0,5.0,14.264,10.0,15.0,50.0,-6.49161770532201
300.0,5.0,1.5,11.0,15.0,50.0,-7.0777848393208
300.0,5.0,2.5,11.0,15.0,50.0,-8.019307039949
300.0,5.0,5.0,11.0,15.0,50.0,-7.08936605376527
300.0,5.0,5.3,11.0,15.0,50.0,-7.07419301272609
300.0,5.0,8.0,11.0,15.0,50.0,-6.93842182494676
300.0,5.0,14.264,11.0,15.0,50.0,-6.07331674508472
300.0,5.0,1.5,12.0,15.0,50.0,-7.05334708263172
300.0,5.0,2.5,12.0,15.0,50.0,-8.42489921531703
300.0,5.0,5.0,12.0,15.0,50.0,-7.41882062235198
300.0,5.0,5.3,12.0,15.0,50.0,-6.93979404926265
300.0,5.0,8.0,12.0,15.0,50.0,-6.87205671311752
300.0,5.0,14.264,12.0,15.0,50.0,-6.16117965753583
300.0,5.0,1.5,13.0,15.0,50.0,-7.23796349064808
300.0,5.0,2.5,13.0,15.0,50.0,-7.62169637386379
300.0,5.0,5.0,13.0,15.0,50.0,-6.6730268988916
300.0,5.0,5.3,13.0,15.0,50.0,-7.20181046869781
300.0,5.0,8.0,13.0,15.0,50.0,-6.91089683196485
300.0,5.0,14.264,13.0,15.0,50.0,-5.75254238781643
300.0,5.0,1.5,14.0,15.0,50.0,-7.37713128366915
300.0,5.0,2.5,14.0,15.0,50.0,-7.50553650855196
300.0,5.0,5.0,14.0,15.0,50.0,-6.58524999141572
300.0,5.0,5.3,14.0,15.0,50.0,-6.78897536799512
300.0,5.0,8.0,14.0,15.0,50.0,-6.71133951454321
300.0,5.0,14.264,14.0,15.0,50.0,-5.87012637051681
300.0,5.0,1.5,15.0,15.0,50.0,-7.26869419710303
300.0,5.0,2.5,15.0,15.0,50.0,-8.3318436249223
300.0,5.0,5.0,15.0,15.0,50.0,-6.47860302236873
300.0,5.0,5.3,15.0,15.0,50.0,-7.33707101348357
300.0,5.0,8.0,15.0,15.0,50.0,-5.9589733109522
300.0,5.0,14.264,15.0,15.0,50.0,-5.609738626564
300.0,5.0,14.2,5.0,15.1,50.0,-6.93122820752678
300.0,5.0,14.2,5.0,15.2,50.0,-6.85442173321874
300.0,5.0,14.2,5.0,15.4,50.0,-6.82616202016586
300.0,5.0,14.2,5.0,15.8,50.0,-6.7794552841612
300.0,5.0,14.2,5.0,16.6,50.0,-6.73384167233166
300.0,5.0,14.2,5.0,17.0,50.0,-6.71286634034231
300.0,5.0,14.2,5.0,17.5,50.0,-7.1409897418724
300.0,5.0,14.2,5.0,19.0,50.0,-6.98765003763011
300.0,5.0,14.2,5.0,21.0,50.0,-7.98928481633656
300.0,5.0,14.2,5.0,22.5,50.0,-7.43538520899168
300.0,5.0,14.2,5.0,23.0,50.0,-7.4344094216371
300.0,5.0,14.2,5.0,25.0,50.0,-7.55565840135031
350.0,5.0,14.2,5.0,5.0,50.0,-10.9066763519093
350.0,5.0,14.2,5.0,7.0,50.0,-10.6816421435371
350.0,5.0,14.2,5.0,7.5,50.0,-11.6937495727945
350.0,5.0,14.2,5.0,9.0,50.0,-11.0508848822214
350.0,5.0,14.2,5.0,11.0,50.0,-10.3331892019436
350.0,5.0,14.2,5.0,12.5,50.0,-10.6697129653698
350.0,5.0,14.2,5.0,13.0,50.0,-9.54869413041094
350.0,5.0,14.2,5.0,13.4,50.0,-9.75757422163298
350.0,5.0,14.2,5.0,13.8,50.0,-9.5000954439588
350.0,5.0,14.2,5.0,14.2,50.0,-9.20171167462827
350.0,5.0,14.2,5.0,14.6,50.0,-9.16274415141857
350.0,5.0,14.2,5.0,14.8,50.0,-7.50642555009855
350.0,5.0,14.2,5.0,14.9,50.0,-8.70491235423409
350.0,5.0,1.5,1.0,15.0,50.0,-5.5551472558718
350.0,5.0,2.5,1.0,15.0,50.0,-5.92088803986475
350.0,5.0,5.0,1.0,15.0,50.0,-4.63998980443156
350.0,5.0,5.3,1.0,15.0,50.0,-4.79528905487416
350.0,5.0,8.0,1.0,15.0,50.0,-4.51731343420407
350.0,5.0,14.264,1.0,15.0,50.0,-5.34638801517878
350.0,5.0,1.5,2.0,15.0,50.0,-6.18195572896093
350.0,5.0,2.5,2.0,15.0,50.0,-6.23505927205317
350.0,5.0,5.0,2.0,15.0,50.0,-6.84200731947603
350.0,5.0,5.3,2.0,15.0,50.0,-7.05836686740527
350.0,5.0,8.0,2.0,15.0,50.0,-5.71415330599941
350.0,5.0,14.264,2.0,15.0,50.0,-6.1405774709268
350.0,5.0,14.264,2.1,15.0,50.0,-5.5125772181596
350.0,5.0,5.0,2.5,15.0,50.0,-7.19762940826492
350.0,5.0,14.264,2.5,15.0,50.0,-6.18998259550927
350.0,5.0,14.264,2.7,15.0,50.0,-6.06682972901874
350.0,5.0,1.5,3.0,15.0,50.0,-6.738993421648
350.0,5.0,2.5,3.0,15.0,50.0,-7.1321849445503
350.0,5.0,5.0,3.0,15.0,50.0,-7.74444606668954
350.0,5.0,5.3,3.0,15.0,50.0,-7.50700646997014
350.0,5.0,8.0,3.0,15.0,50.0,-7.73641918950102
350.0,5.0,14.264,3.0,15.0,50.0,-6.5009421362753
350.0,5.0,1.5,4.0,15.0,50.0,-4.94022428114114
350.0,5.0,2.5,4.0,15.0,50.0,-7.1529904417617
350.0,5.0,5.0,4.0,15.0,50.0,-8.4277282383577
350.0,5.0,5.3,4.0,15.0,50.0,-8.20918502364979
350.0,5.0,8.0,4.0,15.0,50.0,-8.61863868905834
350.0,5.0,14.264,4.0,15.0,50.0,-6.07722885080573
350.0,5.0,14.264,4.1,15.0,50.0,-8.27181246803373
350.0,5.0,14.264,4.3,15.0,50.0,-8.56621434701061
350.0,5.0,14.264,4.5,15.0,50.0,-8.68059120137242
350.0,5.0,14.264,4.7,15.0,50.0,-8.66377138117572
350.0,5.0,14.264,4.9,15.0,50.0,-8.83178484002555
350.0,5.0,1.0,5.0,15.0,50.0,-7.1846452351598
350.0,5.0,1.2,5.0,15.0,50.0,-7.11448199828955
350.0,5.0,1.4,5.0,15.0,50.0,-7.36350615609946
350.0,5.0,1.5,5.0,15.0,50.0,-7.55925753906036
350.0,5.0,1.6,5.0,15.0,50.0,-7.63952048890263
350.0,5.0,1.8,5.0,15.0,50.0,-7.639988235536
350.0,5.0,2.0,5.0,15.0,50.0,-7.65411384898322
350.0,5.0,2.2,5.0,15.0,50.0,-7.97552636213161
350.0,5.0,2.4,5.0,15.0,50.0,-8.0689819961976
350.0,5.0,2.5,5.0,15.0,50.0,-7.81706171628531
350.0,5.0,3.0,5.0,15.0,50.0,-8.01195213920696
350.0,5.0,3.5,5.0,15.0,50.0,-8.04449658274714
350.0,5.0,4.0,5.0,15.0,50.0,-8.32876526868259
350.0,5.0,4.5,5.0,15.0,50.0,-8.41402904831914
350.0,5.0,4.7,5.0,15.0,50.0,-8.97641769457115
350.0,5.0,4.9,5.0,15.0,50.0,-8.68086962300308
350.0,5.0,5.0,5.0,15.0,50.0,-8.01139377250219
350.0,5.0,5.0,5.0,15.0,50.0,-8.59803937221522
350.0,5.0,5.1,5.0,15.0,50.0,-9.30935463308748
350.0,5.0,5.3,5.0,15.0,50.0,-8.59394096782448
350.0,5.0,5.5,5.0,15.0,50.0,-9.11956952544354
350.0,5.0,5.7,5.0,15.0,50.0,-9.22681338302254
350.0,5.0,5.75,5.0,15.0,50.0,-9.43520246358403
350.0,5.0,6.0,5.0,15.0,50.0,-8.56818625995156
350.0,5.0,6.5,5.0,15.0,50.0,-9.24523298707899
350.0,5.0,7.0,5.0,15.0,50.0,-9.00546428051293
350.0,5.0,7.5,5.0,15.0,50.0,-9.44081442158515
350.0,5.0,8.0,5.0,15.0,50.0,-8.85324559588008
350.0,5.0,8.5,5.0,15.0,50.0,-9.47608936840593
350.0,5.0,9.0,5.0,15.0,50.0,-9.18123026814986
350.0,5.0,9.5,5.0,15.0,50.0,-9.15178625148009
350.0,5.0,10.0,5.0,15.0,50.0,-9.36032613750784
350.0,5.0,10.5,5.0,15.0,50.0,-9.00453684636889
350.0,5.0,11.0,5.0,15.0,50.0,-9.57072619564584
350.0,5.0,11.5,5.0,15.0,50.0,-8.88692479860107
350.0,5.0,12.0,5.0,15.0,50.0,-9.21012726813909
350.0,5.0,12.5,5.0,15.0,50.0,-5.92037911687436
350.0,5.0,13.0,5.0,15.0,50.0,-9.11391678559971
350.0,5.0,13.45,5.0,15.0,50.0,-8.92032899814452
350.0,5.0,13.5,5.0,15.0,50.0,-9.02091874289882
350.0,5.0,13.9,5.0,15.0,50.0,-8.93010253553462
350.0,5.0,14.0,5.0,15.0,50.0,-8.85081894843074
350.0,5.0,14.1,5.0,15.0,50.0,-8.86702959092351
350.0,5.0,14.12,5.0,15.0,50.0,-7.50802509595504
350.0,5.0,14.14,5.0,15.0,50.0,-8.51040007901093
350.0,5.0,14.16,5.0,15.0,50.0,-8.81907411975296
350.0,5.0,14.18,5.0,15.0,50.0,-8.88684095657456
350.0,5.0,14.2,5.0,15.0,4.0,-11.6413176376263
350.0,5.0,14.2,5.0,15.0,6.0,-11.554209235564
350.0,5.0,14.2,5.0,15.0,8.0,-11.1507662244203
350.0,5.0,14.2,5.0,15.0,10.0,-12.0485717576414
350.0,5.0,14.2,5.0,15.0,12.0,-11.190344890028
350.0,5.0,14.2,5.0,15.0,14.0,-11.6976908433514
350.0,5.0,14.2,5.0,15.0,16.0,-11.9662270802472
350.0,5.0,14.2,5.0,15.0,18.0,-11.7269208726523
350.0,5.0,14.2,5.0,15.0,20.0,-10.5532547458634
350.0,5.0,14.2,5.0,15.0,22.0,-10.3315883677553
350.0,5.0,14.2,5.0,15.0,24.0,-10.608866749036
350.0,5.0,14.2,5.0,15.0,26.0,-11.0796161805844
350.0,5.0,14.2,5.0,15.0,28.0,-10.7368368762763
350.0,5.0,14.2,5.0,15.0,30.0,-11.3787066967359
350.0,5.0,14.2,5.0,15.0,32.0,-9.78855425202032
350.0,5.0,14.2,5.0,15.0,34.0,-9.75176905612933
350.0,5.0,14.2,5.0,15.0,36.0,-9.5889554185796
350.0,5.0,14.2,5.0,15.0,38.0,-9.35615728241527
350.0,5.0,14.2,5.0,15.0,40.0,-9.45931617515972
350.0,5.0,14.2,5.0,15.0,42.0,-9.31606858422534
350.0,5.0,14.2,5.0,15.0,44.0,-9.42607254792191
350.0,5.0,14.2,5.0,15.0,46.0,-9.05335983445052
350.0,5.0,14.2,5.0,15.0,48.0,-8.93476472786463
350.0,5.0,14.2,5.0,15.0,50.0,-8.85349665024903
350.0,5.0,14.2,5.0,15.0,52.0,-8.99230271396041
350.0,5.0,14.2,5.0,15.0,54.0,-8.68071709273592
350.0,5.0,14.2,5.0,15.0,56.0,-8.92166356822512
350.0,5.0,14.2,5.0,15.0,58.0,-8.49713584703495
350.0,5.0,14.2,5.0,15.0,60.0,-8.36371519682351
350.0,5.0,14.22,5.0,15.0,50.0,-7.51020687617506
350.0,5.0,14.24,5.0,15.0,50.0,-8.89955275757577
350.0,5.0,14.248,5.0,15.0,50.0,-8.8616671604188
350.0,5.0,14.25,5.0,15.0,50.0,-8.84161538208464
350.0,5.0,14.256,5.0,15.0,50.0,-8.58556569251632
350.0,5.0,14.26,5.0,15.0,50.0,-8.7573660449132
350.0,5.0,14.261,5.0,15.0,50.0,-8.61085963897331
350.0,5.0,14.262,5.0,15.0,50.0,-8.84106364339327
350.0,5.0,14.263,5.0,15.0,50.0,-8.60916014995975
350.0,5.0,14.264,5.0,15.0,50.0,-8.8711341232558
350.0,5.0,14.265,5.0,15.0,50.0,-9.04821965873942
350.0,5.0,14.266,5.0,15.0,50.0,-9.01433136552954
350.0,5.0,14.267,5.0,15.0,50.0,-8.47798372593541
350.0,5.0,14.268,5.0,15.0,50.0,-8.78059111495593
350.0,5.0,14.269,5.0,15.0,50.0,-8.84169899740387
350.0,5.0,14.27,5.0,15.0,50.0,-8.95770078116412
350.0,5.0,14.272,5.0,15.0,50.0,-8.91266251587665
350.0,5.0,14.28,5.0,15.0,50.0,-8.83043969859814
350.0,5.0,14.288,5.0,15.0,50.0,-8.78558955650794
350.0,5.0,14.296,5.0,15.0,50.0,-8.89600555410128
350.0,5.0,14.3,5.0,15.0,50.0,-8.86351615613301
350.0,5.0,14.35,5.0,15.0,50.0,-8.83951589847346
350.0,5.0,14.4,5.0,15.0,50.0,-8.93482859616259
350.0,5.0,14.5,5.0,15.0,50.0,-8.91360593069567
350.0,5.0,14.6,5.0,15.0,50.0,-8.92610882892101
350.0,5.0,14.8,5.0,15.0,50.0,-8.96007596037769
350.0,5.0,14.9,5.0,15.0,50.0,-8.97665381144594
350.0,5.0,15.0,5.0,15.0,50.0,-8.78136580862895
